#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr9_KI270717v1_random	1	40062	169	39305	98.1104	21.5574	35	43.2
chr9_KI270718v1_random	1	38054	299	38047	99.9816	30.8508	35.3	28.6
chr9_KI270719v1_random	1	176845	577	135683	76.7243	17.0866	33.9	38
chr9_KI270720v1_random	1	39050	250	39050	100	29.2465	34.8	50.5
chr11_KI270721v1_random	1	100316	168	92185	91.8946	8.32543	33.3	6.8
chr14_GL000009v2_random	1	201709	2082	201708	99.9995	67.6853	34	43.3
chr14_GL000225v1_random	1	211173	11722	203650	96.4375	359.252	35.3	25.1
chr14_KI270722v1_random	1	194050	1131	194050	100	39.0229	34.2	53.7
chr14_GL000194v1_random	1	191469	2329	191461	99.9958	75.5446	34.5	45.9
chr14_KI270723v1_random	1	38115	421	38115	100	49.5798	34	38.3
chr14_KI270724v1_random	1	39555	385	39555	100	39.127	34.2	40.4
chr14_KI270725v1_random	1	172810	410	150124	86.8723	13.6743	33.5	42.2
chr14_KI270726v1_random	1	43739	55	33692	77.0297	7.55438	34.9	53.4
chr15_KI270727v1_random	1	448248	1201	402849	89.8719	15.2667	35	18
chr16_KI270728v1_random	1	1872759	3816	1552637	82.9064	10.5857	34.9	23
chr17_GL000205v2_random	1	185591	2020	182451	98.3081	68.8459	34.5	49.5
chr17_KI270729v1_random	1	280839	6089	269575	95.9892	80.5772	37.1	29.6
chr17_KI270730v1_random	1	112551	1628	108897	96.7535	58.4911	36.7	25.9
chr22_KI270731v1_random	1	150754	565	150575	99.8813	18.9472	35.9	23.7
chr22_KI270732v1_random	1	41543	662	41542	99.9976	83.8415	33.7	53.1
chr22_KI270733v1_random	1	179772	7188	179772	100	227.143	31.7	20.1
chr22_KI270734v1_random	1	165050	2174	164603	99.7292	49.6359	35.7	15.8
chr22_KI270735v1_random	1	42811	656	42811	100	66.9349	33.8	45.5
chr22_KI270736v1_random	1	181920	7595	171014	94.0051	256.999	35.8	13.3
chr22_KI270737v1_random	1	103838	520	101104	97.3671	25.839	35.8	23.1
chr22_KI270738v1_random	1	99375	763	96351	96.957	39.3244	35.7	47
chr22_KI270739v1_random	1	73985	45	36553	49.406	1.25189	36.1	9.73
chrY_KI270740v1_random	1	37240	70	37233	99.9812	12.5372	35.9	55.8
chrUn_KI270304v1	1	2165	3	1987	91.7783	1.41247	29.8	2
chrUn_KI270303v1	1	1942	6	1941	99.9485	2.85221	36.8	30.2
chrUn_KI270322v1	1	21476	17	4923	22.9233	0.846061	32.8	38.5
chrUn_KI270320v1	1	4416	66	4416	100	39.4126	34.7	30.2
chrUn_KI270310v1	1	1201	21	1201	100	12.2223	33.4	7.19
chrUn_KI270316v1	1	1444	4	1197	82.8947	1.92521	31.5	4.25
chrUn_KI270315v1	1	2276	10	2276	100	4.77636	35.5	27.6
chrUn_KI270311v1	1	12399	28	2965	23.9132	2.17743	35.9	16.6
chrUn_KI270317v1	1	37690	13	1672	4.43619	0.330751	33.3	7.31
chrUn_KI270414v1	1	2489	1	210	8.43712	0.0843712	21.8	1
chrUn_KI270419v1	1	1029	4	1027	99.8056	3.57434	36.5	30.5
chrUn_KI270418v1	1	2145	18	2142	99.8601	14.4345	36.3	50.9
chrUn_KI270420v1	1	2321	5	2321	100	2.54675	35.7	43
chrUn_KI270424v1	1	2140	20	2140	100	10.4528	34.7	37
chrUn_KI270417v1	1	2043	5	2043	100	4.41165	32.7	60
chrUn_KI270422v1	1	1445	6	1443	99.8616	4.23114	37.1	17.5
chrUn_KI270423v1	1	981	5	980	99.8981	3.71254	35.6	14
chrUn_KI270425v1	1	1884	3	1014	53.8217	0.929936	32.1	40
chrUn_KI270429v1	1	1361	11	1361	100	7.28361	36.9	49.1
chrUn_KI270442v1	1	392061	6136	371640	94.7914	76.0117	35.2	46.4
chrUn_KI270466v1	1	1233	707	1233	100	361.091	31.4	42.9
chrUn_KI270465v1	1	1774	18	1774	100	12.5056	35.3	29.2
chrUn_KI270467v1	1	3920	6664	3920	100	3313.67	31.8	35.2
chrUn_KI270435v1	1	92983	902	92963	99.9785	47.1469	34	44.5
chrUn_KI270438v1	1	112505	44839	84379	75.0002	1910.19	36.8	34.1
chrUn_KI270468v1	1	4055	44	4055	100	27.9985	34.3	57.9
chrUn_KI270510v1	1	2415	71	2415	100	54.4381	35.5	29.9
chrUn_KI270509v1	1	2318	18	2318	100	12.5513	35.4	43.6
chrUn_KI270518v1	1	2186	24	2186	100	16.2717	35	21.9
chrUn_KI270508v1	1	1951	21	1951	100	10.7201	35.5	47.6
chrUn_KI270516v1	1	1300	39	1300	100	30.1277	32.8	57.6
chrUn_KI270512v1	1	22689	297	22687	99.9912	57.2414	34	44.9
chrUn_KI270519v1	1	138126	1936	138101	99.9819	70.5125	34.3	46.1
chrUn_KI270522v1	1	5674	40	5674	100	22.831	34.1	53.9
chrUn_KI270511v1	1	8127	112	8123	99.9508	57.3544	33.4	48.7
chrUn_KI270515v1	1	6361	100	6361	100	59.9601	33.8	55.2
chrUn_KI270507v1	1	5353	54	5353	100	24.3686	35.4	50.9
chrUn_KI270517v1	1	3253	82	3253	100	53.8918	33.3	55.2
chrUn_KI270529v1	1	1899	31	1899	100	12.1869	34.1	25.3
chrUn_KI270528v1	1	2983	10	2981	99.933	2.96882	35.9	13.6
chrUn_KI270530v1	1	2168	12	2168	100	8.15959	34.8	29.9
chrUn_KI270539v1	1	993	1	495	49.8489	0.498489	23.7	11
chrUn_KI270538v1	1	91309	1231	64255	70.3709	57.7827	35.3	47.5
chrUn_KI270544v1	1	1202	9	1201	99.9168	5.37354	34.2	23.8
chrUn_KI270548v1	1	1599	2	728	45.5285	0.647905	36.9	17.5
chrUn_KI270583v1	1	1400	4	1396	99.7143	2.18786	32.7	52.2
chrUn_KI270587v1	1	2969	63	2969	100	40.4887	34.3	53.1
chrUn_KI270580v1	1	1553	10	1552	99.9356	3.92466	33.2	25.4
chrUn_KI270581v1	1	7046	11	5840	82.8839	3.49503	36.1	9
chrUn_KI270579v1	1	31033	99	31030	99.9903	14.3955	34.9	9.85
chrUn_KI270589v1	1	44474	565	35288	79.3452	35.8514	35.7	31
chrUn_KI270590v1	1	4685	159	4684	99.9787	89.7618	34.5	42.2
chrUn_KI270584v1	1	4513	54	4513	100	25.9193	34.6	52.5
chrUn_KI270582v1	1	6504	18	6401	98.4164	4.57457	34.2	31.2
chrUn_KI270588v1	1	6158	52	6155	99.9513	20.2821	32.6	41.4
chrUn_KI270593v1	1	3041	14	3041	100	7.92601	33.7	37.8
chrUn_KI270591v1	1	5796	178	5796	100	84.1644	34	34.6
chrUn_KI270330v1	1	1652	44	1652	100	20.1671	34.4	27.2
chrUn_KI270334v1	1	1368	5	1077	78.7281	1.45906	33.4	0.2
chrUn_KI270333v1	1	2699	2287	2699	100	955.183	30.8	18
chrUn_KI270335v1	1	1048	5	292	27.8626	0.604008	31.5	12
chrUn_KI270338v1	1	1428	1	114	7.98319	0.0798319	22.1	0
chrUn_KI270340v1	1	1428	10	1208	84.5938	3.2542	28.3	3.1
chrUn_KI270336v1	1	1026	266	1026	100	90.5263	30.5	17.9
chrUn_KI270337v1	1	1121	434	1121	100	178.921	30.7	21.9
chrUn_KI270363v1	1	1803	2	437	24.2374	0.397116	26.8	28.5
chrUn_KI270362v1	1	3530	5	3065	86.8272	1.90765	28.6	24.4
chrUn_KI270366v1	1	8320	32	8176	98.2692	9.35192	33.9	9
chrUn_KI270387v1	1	1537	2	837	54.4567	0.710475	37	13
chrUn_KI270395v1	1	1143	4	1142	99.9125	2.78653	34.8	21.2
chrUn_KI270381v1	1	1930	4	1646	85.285	2.37824	37	8.5
chrUn_KI270382v1	1	4215	7	4215	100	4.67829	37.7	48.1
chrUn_KI270374v1	1	2656	3	2180	82.0783	1.77523	25.9	9.67
chrUn_KI270372v1	1	1650	2	1626	98.5455	1.67576	35.3	22.5
chrUn_KI270375v1	1	2378	1	2356	99.0749	0.990749	39.3	55
chrUn_KI270371v1	1	2805	4	1222	43.5651	0.538681	32.6	0
chrUn_KI270448v1	1	7992	86	7992	100	38.0583	33.7	56.5
chrUn_KI270521v1	1	7642	46	7642	100	21.7015	34.4	41.3
chrUn_GL000195v1	1	182896	1753	182895	99.9995	59.8804	34.9	38.3
chrUn_GL000219v1	1	179198	2303	179198	100	72.7986	35.1	52.7
chrUn_GL000220v1	1	161802	7430	149632	92.4785	344.689	33.1	6.72
chrUn_GL000224v1	1	179693	4083	179693	100	132.526	34.7	39.8
chrUn_KI270741v1	1	157432	524	152956	97.1569	13.6457	34.2	10.6
chrUn_GL000226v1	1	15008	10762	15008	100	4198.63	35.1	4.44
chrUn_GL000213v1	1	164239	224	153625	93.5375	7.55732	34.5	26.3
chrUn_KI270743v1	1	210658	1449	210658	100	39.7427	34.3	45.9
chrUn_KI270744v1	1	168472	2188	168472	100	65.8525	34.3	41.7
chrUn_KI270745v1	1	41891	227	41831	99.8568	25.6109	35.7	40
chrUn_KI270746v1	1	66486	836	66486	100	72.1021	33.6	53.9
chrUn_KI270747v1	1	198735	626	197608	99.4329	19.8246	35.6	23
chrUn_KI270748v1	1	93321	247	92122	98.7152	14.1707	35.4	24.6
chrUn_KI270749v1	1	158759	1102	158758	99.9994	40.6859	32.7	53
chrUn_KI270750v1	1	148850	602	147109	98.8304	21.7721	34	42
chrUn_KI270751v1	1	150742	1705	150113	99.5827	62.9194	33.9	34.5
chrUn_KI270753v1	1	62944	190	62728	99.6568	19.3826	35.1	31.1
chrUn_KI270754v1	1	40191	476	40191	100	64.7482	33.9	34.7
chrUn_KI270755v1	1	36723	118	36696	99.9265	15.9216	35.7	34.2
chrUn_KI270756v1	1	79590	666	79589	99.9987	48.4057	36.9	24.5
chrUn_KI270757v1	1	71251	1448	61851	86.8072	97.1102	34.1	36.2
chrUn_GL000214v1	1	137718	1023	137718	100	45.8039	34.6	18
chrUn_KI270742v1	1	186739	2267	186739	100	66.0768	34.2	38.2
chrUn_GL000216v2	1	176608	5696	176608	100	161.13	36.6	18.1
chrUn_GL000218v1	1	161147	1259	161147	100	44.2521	34.1	47.8
chrEBV	1	171823	1	397	0.231052	0.00231052	36.2	1
chrUn_KI270302v1	1	2274	0	0	0	0	0	0
chrUn_KI270305v1	1	1472	0	0	0	0	0	0
chrUn_KI270312v1	1	998	0	0	0	0	0	0
chrUn_KI270412v1	1	1179	0	0	0	0	0	0
chrUn_KI270411v1	1	2646	0	0	0	0	0	0
chrUn_KI270329v1	1	1040	0	0	0	0	0	0
chrUn_KI270364v1	1	2855	0	0	0	0	0	0
chrUn_KI270378v1	1	1048	0	0	0	0	0	0
chrUn_KI270379v1	1	1045	0	0	0	0	0	0
chrUn_KI270389v1	1	1298	0	0	0	0	0	0
chrUn_KI270390v1	1	2387	0	0	0	0	0	0
chrUn_KI270396v1	1	1880	0	0	0	0	0	0
chrUn_KI270388v1	1	1216	0	0	0	0	0	0
chrUn_KI270394v1	1	970	0	0	0	0	0	0
chrUn_KI270386v1	1	1788	0	0	0	0	0	0
chrUn_KI270391v1	1	1484	0	0	0	0	0	0
chrUn_KI270383v1	1	1750	0	0	0	0	0	0
chrUn_KI270393v1	1	1308	0	0	0	0	0	0
chrUn_KI270384v1	1	1658	0	0	0	0	0	0
chrUn_KI270392v1	1	971	0	0	0	0	0	0
chrUn_KI270385v1	1	990	0	0	0	0	0	0
chrUn_KI270376v1	1	1136	0	0	0	0	0	0
chrUn_KI270373v1	1	1451	0	0	0	0	0	0
chrUn_KI270752v1	1	27745	0	0	0	0	0	0
