#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_KI270516v1	1	1300	6	1300	100	4.90077	35.7	53.8
chrUn_KI270512v1	1	22689	36	22396	98.7086	7.33695	34.9	41.4
chrUn_KI270519v1	1	138126	157	137205	99.3332	9.89108	34.5	40.1
chrUn_KI270522v1	1	5674	4	5674	100	2.46528	36.1	52.8
chrUn_KI270511v1	1	8127	9	8126	99.9877	7.71207	32.9	59.2
chrUn_KI270515v1	1	6361	8	6360	99.9843	5.86527	36.9	54.4
chrUn_KI270507v1	1	5353	7	4771	89.1276	3.25462	33.6	55.6
chrUn_KI270517v1	1	3253	3	3042	93.5137	1.75868	36.6	40.3
chrUn_KI270529v1	1	1899	4	513	27.0142	1.00053	36	13.8
chrUn_KI270528v1	1	2983	2	316	10.5934	0.105934	37	5
chrUn_KI270538v1	1	91309	150	63847	69.9241	9.94246	36.3	50.4
chrUn_KI270581v1	1	7046	2	1583	22.4666	0.224666	37.1	0
chrUn_KI270579v1	1	31033	6	25201	81.2071	1.51168	36.1	15.3
chrUn_KI270589v1	1	44474	60	34900	78.4728	4.95519	34.9	32.8
chrUn_KI270590v1	1	4685	7	4684	99.9787	5.00043	33.6	42
chrUn_KI270584v1	1	4513	8	3534	78.3071	4.72058	34.7	60
chrUn_KI270582v1	1	6504	4	4363	67.0818	1.17974	38.8	43.2
chrUn_KI270588v1	1	6158	5	6150	99.8701	3.14258	35.5	46.8
chrUn_KI270593v1	1	3041	2	3039	99.9342	1.83196	35.9	38
chrUn_KI270591v1	1	5796	28	5796	100	13.4356	36.1	43.4
chrUn_KI270330v1	1	1652	2	761	46.0654	0.607143	32.6	35
chrUn_KI270334v1	1	1368	1	1334	97.5146	0.975146	39.2	60
chrUn_KI270333v1	1	2699	195	2699	100	110.32	37.4	32.9
chrUn_KI270335v1	1	1048	2	163	15.5534	0.275763	34.4	60
chrUn_KI270336v1	1	1026	21	1025	99.9025	6.49415	36.2	17
chrUn_KI270337v1	1	1121	60	1117	99.6432	27.9911	37.4	22.2
chrUn_KI270364v1	1	2855	1	209	7.32049	0.0732049	17.9	0
chrUn_KI270381v1	1	1930	1	591	30.6218	0.306218	39.9	4
chrUn_KI270375v1	1	2378	1	1806	75.9462	0.759462	34.7	0
chrUn_KI270448v1	1	7992	6	7992	100	5.03353	35.3	60
chrUn_KI270521v1	1	7642	10	7642	100	4.04253	36.3	41.9
chrUn_GL000195v1	1	182896	258	182864	99.9825	11.9653	35.5	40.8
chrUn_GL000219v1	1	179198	259	179170	99.9844	13.3223	35.2	51.3
chrUn_GL000220v1	1	161802	1347	134910	83.3797	73.4398	31.9	6.59
chrUn_GL000224v1	1	179693	484	179686	99.9961	22.4622	34.1	40.2
chrUn_KI270741v1	1	157432	66	118615	75.3436	2.36714	35.9	10.4
chrUn_GL000226v1	1	15008	785	15008	100	348.432	36.1	6.16
chrUn_GL000213v1	1	164239	41	99816	60.7748	1.76745	34.6	32.6
chrUn_KI270743v1	1	210658	223	210651	99.9967	9.07	35	46.4
chrUn_KI270744v1	1	168472	415	167225	99.2598	15.3875	33.6	36.5
chrUn_KI270745v1	1	41891	21	31440	75.0519	1.21203	29.1	25.8
chrUn_KI270746v1	1	66486	74	62750	94.3808	11.6176	35	54.8
chrUn_KI270747v1	1	198735	71	188209	94.7035	3.68766	35.7	28.2
chrUn_KI270748v1	1	93321	21	46273	49.5848	1.21101	34	7.57
chrUn_KI270749v1	1	158759	129	158703	99.9647	7.96693	33.9	54.6
chrUn_KI270750v1	1	148850	121	140339	94.2822	6.56872	34.2	39.6
chrUn_KI270751v1	1	150742	246	150517	99.8507	12.9913	33.8	34.4
chrUn_KI270753v1	1	62944	21	53840	85.5363	2.58913	35.8	23.8
chrUn_KI270754v1	1	40191	85	40189	99.995	13.5565	33.3	29.8
chrUn_KI270755v1	1	36723	15	24038	65.4576	1.08491	36.3	19.7
chrUn_KI270756v1	1	79590	76	73592	92.4639	10.1778	34	31.1
chrUn_KI270757v1	1	71251	174	57305	80.4269	16.9989	35.8	41.9
chrUn_GL000214v1	1	137718	365	136861	99.3777	22.2467	34.5	25.7
chrUn_KI270742v1	1	186739	201	177363	94.9791	9.79867	35.8	34.7
chrUn_GL000216v2	1	176608	581	164367	93.0688	20.2647	33.9	19.1
chrUn_GL000218v1	1	161147	179	161144	99.9981	9.40368	34.6	47.4
chrEBV	1	171823	1	698	0.406232	0.00406232	8.96	1
chr14_KI270726v1_random	1	43739	0	0	0	0	0	0
chrUn_KI270302v1	1	2274	0	0	0	0	0	0
chrUn_KI270304v1	1	2165	0	0	0	0	0	0
chrUn_KI270305v1	1	1472	0	0	0	0	0	0
chrUn_KI270315v1	1	2276	0	0	0	0	0	0
chrUn_KI270312v1	1	998	0	0	0	0	0	0
chrUn_KI270412v1	1	1179	0	0	0	0	0	0
chrUn_KI270411v1	1	2646	0	0	0	0	0	0
chrUn_KI270419v1	1	1029	0	0	0	0	0	0
chrUn_KI270420v1	1	2321	0	0	0	0	0	0
chrUn_KI270417v1	1	2043	0	0	0	0	0	0
chrUn_KI270423v1	1	981	0	0	0	0	0	0
chrUn_KI270425v1	1	1884	0	0	0	0	0	0
chrUn_KI270429v1	1	1361	0	0	0	0	0	0
chrUn_KI270465v1	1	1774	0	0	0	0	0	0
chrUn_KI270509v1	1	2318	0	0	0	0	0	0
chrUn_KI270518v1	1	2186	0	0	0	0	0	0
chrUn_KI270530v1	1	2168	0	0	0	0	0	0
chrUn_KI270539v1	1	993	0	0	0	0	0	0
chrUn_KI270544v1	1	1202	0	0	0	0	0	0
chrUn_KI270548v1	1	1599	0	0	0	0	0	0
chrUn_KI270583v1	1	1400	0	0	0	0	0	0
chrUn_KI270587v1	1	2969	0	0	0	0	0	0
chrUn_KI270580v1	1	1553	0	0	0	0	0	0
chrUn_KI270329v1	1	1040	0	0	0	0	0	0
chrUn_KI270338v1	1	1428	0	0	0	0	0	0
chrUn_KI270340v1	1	1428	0	0	0	0	0	0
chrUn_KI270363v1	1	1803	0	0	0	0	0	0
chrUn_KI270362v1	1	3530	0	0	0	0	0	0
chrUn_KI270366v1	1	8320	0	0	0	0	0	0
chrUn_KI270378v1	1	1048	0	0	0	0	0	0
chrUn_KI270379v1	1	1045	0	0	0	0	0	0
chrUn_KI270389v1	1	1298	0	0	0	0	0	0
chrUn_KI270390v1	1	2387	0	0	0	0	0	0
chrUn_KI270387v1	1	1537	0	0	0	0	0	0
chrUn_KI270395v1	1	1143	0	0	0	0	0	0
chrUn_KI270396v1	1	1880	0	0	0	0	0	0
chrUn_KI270388v1	1	1216	0	0	0	0	0	0
chrUn_KI270394v1	1	970	0	0	0	0	0	0
chrUn_KI270386v1	1	1788	0	0	0	0	0	0
chrUn_KI270391v1	1	1484	0	0	0	0	0	0
chrUn_KI270383v1	1	1750	0	0	0	0	0	0
chrUn_KI270393v1	1	1308	0	0	0	0	0	0
chrUn_KI270384v1	1	1658	0	0	0	0	0	0
chrUn_KI270392v1	1	971	0	0	0	0	0	0
chrUn_KI270385v1	1	990	0	0	0	0	0	0
chrUn_KI270382v1	1	4215	0	0	0	0	0	0
chrUn_KI270376v1	1	1136	0	0	0	0	0	0
chrUn_KI270374v1	1	2656	0	0	0	0	0	0
chrUn_KI270372v1	1	1650	0	0	0	0	0	0
chrUn_KI270373v1	1	1451	0	0	0	0	0	0
chrUn_KI270371v1	1	2805	0	0	0	0	0	0
chrUn_KI270752v1	1	27745	0	0	0	0	0	0
