#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrY_KI270740v1_random	1	37240	10	28998	77.8679	1.58193	38.1	47.3
chrUn_KI270304v1	1	2165	1	965	44.5727	0.445727	41.5	1
chrUn_KI270303v1	1	1942	1	450	23.172	0.23172	40.5	20
chrUn_KI270322v1	1	21476	3	1397	6.50494	0.0749674	36.4	22.7
chrUn_KI270320v1	1	4416	7	4407	99.7962	3.12047	36.4	37.6
chrUn_KI270310v1	1	1201	5	1005	83.6803	2.34638	39	2
chrUn_KI270316v1	1	1444	1	1290	89.3352	0.893352	16.3	2
chrUn_KI270312v1	1	998	1	266	26.6533	0.266533	33.1	1
chrUn_KI270311v1	1	12399	3	2141	17.2675	0.278571	40.4	42
chrUn_KI270317v1	1	37690	3	3281	8.70523	0.0961528	33.8	2.33
chrUn_KI270414v1	1	2489	1	365	14.6645	0.146645	39.9	1
chrUn_KI270418v1	1	2145	2	1629	75.9441	0.950583	32.9	20
chrUn_KI270424v1	1	2140	3	2138	99.9065	1.23785	36	33.7
chrUn_KI270422v1	1	1445	1	691	47.8201	0.478201	37.8	47
chrUn_KI270442v1	1	392061	620	369952	94.3608	9.96005	34.7	43.5
chrUn_KI270466v1	1	1233	57	1233	100	35.1638	36.4	48.2
chrUn_KI270467v1	1	3920	1021	3920	100	730.045	37.9	50.9
chrUn_KI270435v1	1	92983	100	92949	99.9634	9.70079	36.4	44.8
chrUn_KI270438v1	1	112505	3536	80085	71.1835	237.922	32.8	32.9
chrUn_KI270468v1	1	4055	3	4055	100	2.32158	38.6	60
chrUn_KI270510v1	1	2415	7	2415	100	5.55611	32.6	32
chrUn_KI270509v1	1	2318	1	854	36.8421	0.368421	37.2	57
chrUn_KI270508v1	1	1951	1	842	43.1574	0.431574	39.9	60
chrUn_KI270516v1	1	1300	5	1300	100	4.15923	35.1	54
chrUn_KI270512v1	1	22689	39	22396	98.7086	7.4455	34.9	40.8
chrUn_KI270519v1	1	138126	161	137502	99.5482	10.0177	34.5	39.3
chrUn_KI270522v1	1	5674	4	5674	100	2.46528	36.1	53
chrUn_KI270511v1	1	8127	8	8126	99.9877	7.24683	32.7	60
chrUn_KI270515v1	1	6361	9	6360	99.9843	6.16648	37.1	55
chrUn_KI270507v1	1	5353	7	4771	89.1276	3.25462	33.6	55.6
chrUn_KI270517v1	1	3253	2	3032	93.2063	0.932063	38	30.5
chrUn_KI270529v1	1	1899	4	513	27.0142	1.00053	36	13.8
chrUn_KI270528v1	1	2983	2	316	10.5934	0.105934	37	14.5
chrUn_KI270530v1	1	2168	1	659	30.3967	0.303967	38.2	1
chrUn_KI270538v1	1	91309	153	63818	69.8923	10.4372	36.4	50
chrUn_KI270548v1	1	1599	1	206	12.8831	0.128831	20.2	1
chrUn_KI270580v1	1	1553	1	122	7.85576	0.0785576	18.5	6
chrUn_KI270581v1	1	7046	2	1583	22.4666	0.224666	37.1	0
chrUn_KI270579v1	1	31033	7	25202	81.2103	1.76328	36.5	13.3
chrUn_KI270589v1	1	44474	60	29978	67.4057	4.71042	34.7	34
chrUn_KI270590v1	1	4685	6	4684	99.9787	4.01217	34	40.7
chrUn_KI270584v1	1	4513	8	3534	78.3071	4.72058	34.7	60
chrUn_KI270582v1	1	6504	4	4363	67.0818	1.17974	38.8	43.2
chrUn_KI270588v1	1	6158	5	6150	99.8701	3.14258	35.5	46.8
chrUn_KI270593v1	1	3041	2	3039	99.9342	1.83196	35.9	38
chrUn_KI270591v1	1	5796	33	5796	100	16.5873	36.3	38.5
chrUn_KI270330v1	1	1652	2	761	46.0654	0.607143	32.6	35
chrUn_KI270329v1	1	1040	1	226	21.7308	0.217308	33.4	1
chrUn_KI270334v1	1	1368	1	1334	97.5146	0.975146	39.2	60
chrUn_KI270333v1	1	2699	199	2699	100	109.421	37.1	33.6
chrUn_KI270335v1	1	1048	2	163	15.5534	0.275763	34.4	60
chrUn_KI270336v1	1	1026	23	1026	100	7.13743	35.5	17
chrUn_KI270337v1	1	1121	59	1117	99.6432	27.8198	37.8	23.3
chrUn_KI270364v1	1	2855	1	209	7.32049	0.0732049	17.9	0
chrUn_KI270381v1	1	1930	1	591	30.6218	0.306218	39.9	4
chrUn_KI270375v1	1	2378	1	1806	75.9462	0.759462	34.7	0
chrUn_KI270448v1	1	7992	8	7992	100	7.02227	36.1	60
chrUn_KI270521v1	1	7642	9	7642	100	3.73201	36.7	44.3
chrUn_GL000195v1	1	182896	258	182864	99.9825	11.9653	35.5	40.8
chrUn_GL000219v1	1	179198	260	179170	99.9844	13.2867	35.2	51.9
chrUn_GL000220v1	1	161802	1355	135291	83.6152	73.4487	31.9	6.54
chrUn_GL000224v1	1	179693	483	179686	99.9961	22.586	34	39.9
chrUn_KI270741v1	1	157432	68	116138	73.7703	2.44335	35.9	12.3
chrUn_GL000226v1	1	15008	785	15008	100	348.454	36.1	6.18
chrUn_GL000213v1	1	164239	41	99816	60.7748	1.76745	34.6	32.6
chrUn_KI270743v1	1	210658	224	210651	99.9967	9.07114	35	46.2
chrUn_KI270744v1	1	168472	416	167225	99.2598	15.3901	33.6	36.2
chrUn_KI270745v1	1	41891	21	31440	75.0519	1.21203	29.1	25.8
chrUn_KI270746v1	1	66486	76	62750	94.3808	11.6223	35	53.8
chrUn_KI270747v1	1	198735	72	190340	95.7758	3.74872	35.4	28.3
chrUn_KI270748v1	1	93321	20	46246	49.5558	1.14452	33.8	7.65
chrUn_KI270749v1	1	158759	129	158703	99.9647	7.96693	33.9	54.6
chrUn_KI270750v1	1	148850	124	140339	94.2822	6.5704	34.2	38.7
chrUn_KI270751v1	1	150742	249	150507	99.8441	12.828	33.7	33.3
chrUn_KI270753v1	1	62944	21	53840	85.5363	2.58913	35.8	23.8
chrUn_KI270754v1	1	40191	88	40189	99.995	13.588	33.3	29.6
chrUn_KI270755v1	1	36723	15	24038	65.4576	1.08491	36.3	19.7
chrUn_KI270756v1	1	79590	82	76749	96.4305	10.2559	34	30.7
chrUn_KI270757v1	1	71251	179	57305	80.4269	16.6992	35.8	40.5
chrUn_GL000214v1	1	137718	366	137216	99.6355	22.4249	34.5	25.8
chrUn_KI270742v1	1	186739	205	177363	94.9791	9.80268	35.8	34.2
chrUn_GL000216v2	1	176608	595	173512	98.247	20.0986	33.9	19.7
chrUn_GL000218v1	1	161147	179	161144	99.9981	9.40368	34.6	47.4
chrEBV	1	171823	1	698	0.406232	0.00406232	8.96	1
chr14_KI270726v1_random	1	43739	0	0	0	0	0	0
chrUn_KI270302v1	1	2274	0	0	0	0	0	0
chrUn_KI270305v1	1	1472	0	0	0	0	0	0
chrUn_KI270315v1	1	2276	0	0	0	0	0	0
chrUn_KI270412v1	1	1179	0	0	0	0	0	0
chrUn_KI270411v1	1	2646	0	0	0	0	0	0
chrUn_KI270419v1	1	1029	0	0	0	0	0	0
chrUn_KI270420v1	1	2321	0	0	0	0	0	0
chrUn_KI270417v1	1	2043	0	0	0	0	0	0
chrUn_KI270423v1	1	981	0	0	0	0	0	0
chrUn_KI270425v1	1	1884	0	0	0	0	0	0
chrUn_KI270429v1	1	1361	0	0	0	0	0	0
chrUn_KI270465v1	1	1774	0	0	0	0	0	0
chrUn_KI270518v1	1	2186	0	0	0	0	0	0
chrUn_KI270539v1	1	993	0	0	0	0	0	0
chrUn_KI270544v1	1	1202	0	0	0	0	0	0
chrUn_KI270583v1	1	1400	0	0	0	0	0	0
chrUn_KI270587v1	1	2969	0	0	0	0	0	0
chrUn_KI270338v1	1	1428	0	0	0	0	0	0
chrUn_KI270340v1	1	1428	0	0	0	0	0	0
chrUn_KI270363v1	1	1803	0	0	0	0	0	0
chrUn_KI270362v1	1	3530	0	0	0	0	0	0
chrUn_KI270366v1	1	8320	0	0	0	0	0	0
chrUn_KI270378v1	1	1048	0	0	0	0	0	0
chrUn_KI270379v1	1	1045	0	0	0	0	0	0
chrUn_KI270389v1	1	1298	0	0	0	0	0	0
chrUn_KI270390v1	1	2387	0	0	0	0	0	0
chrUn_KI270387v1	1	1537	0	0	0	0	0	0
chrUn_KI270395v1	1	1143	0	0	0	0	0	0
chrUn_KI270396v1	1	1880	0	0	0	0	0	0
chrUn_KI270388v1	1	1216	0	0	0	0	0	0
chrUn_KI270394v1	1	970	0	0	0	0	0	0
chrUn_KI270386v1	1	1788	0	0	0	0	0	0
chrUn_KI270391v1	1	1484	0	0	0	0	0	0
chrUn_KI270383v1	1	1750	0	0	0	0	0	0
chrUn_KI270393v1	1	1308	0	0	0	0	0	0
chrUn_KI270384v1	1	1658	0	0	0	0	0	0
chrUn_KI270392v1	1	971	0	0	0	0	0	0
chrUn_KI270385v1	1	990	0	0	0	0	0	0
chrUn_KI270382v1	1	4215	0	0	0	0	0	0
chrUn_KI270376v1	1	1136	0	0	0	0	0	0
chrUn_KI270374v1	1	2656	0	0	0	0	0	0
chrUn_KI270372v1	1	1650	0	0	0	0	0	0
chrUn_KI270373v1	1	1451	0	0	0	0	0	0
chrUn_KI270371v1	1	2805	0	0	0	0	0	0
chrUn_KI270752v1	1	27745	0	0	0	0	0	0
